SANCTUARY,date,SST_0,Temperature
FKNMS,X2006010100_water_temp_0,2914.8645736,22.9148645736
FKNMS,X2006010200_water_temp_0,2908.8354888,22.9088354888
FKNMS,X2006010300_water_temp_0,3251.1860317,23.2511860317
FKNMS,X2006010400_water_temp_0,3340.3507611,23.3403507611
FKNMS,X2006010500_water_temp_0,3034.6796655,23.0346796655
FKNMS,X2006010600_water_temp_0,2864.9442118,22.8649442118
FKNMS,X2006010700_water_temp_0,2170.9306146,22.1709306146
FKNMS,X2006010800_water_temp_0,1797.0049556,21.7970049556
FKNMS,X2006010900_water_temp_0,1566.4352173,21.5664352173
FKNMS,X2006011000_water_temp_0,1793.952403,21.793952403
FKNMS,X2006011100_water_temp_0,2190.6640643,22.1906640643
FKNMS,X2006011200_water_temp_0,2758.621704,22.758621704
FKNMS,X2006011300_water_temp_0,2501.6127998,22.5016127998
FKNMS,X2006011400_water_temp_0,2842.0478686,22.8420478686
FKNMS,X2006011500_water_temp_0,1718.3053704,21.7183053704
FKNMS,X2006011600_water_temp_0,1324.2422938,21.3242422938
FKNMS,X2006011700_water_temp_0,1318.8383851,21.3188383851
FKNMS,X2006011800_water_temp_0,1768.5457056,21.7685457056
FKNMS,X2006011900_water_temp_0,1330.6823113,21.3306823113
FKNMS,X2006012000_water_temp_0,1305.7235079,21.3057235079
FKNMS,X2006012100_water_temp_0,1686.3633255,21.6863633255
FKNMS,X2006012200_water_temp_0,2261.1583933,22.2611583933
FKNMS,X2006012300_water_temp_0,2409.3173443,22.4093173443
FKNMS,X2006012400_water_temp_0,2711.9108314,22.7119108314
FKNMS,X2006012500_water_temp_0,3259.4595446,23.2594595446
FKNMS,X2006012600_water_temp_0,2720.2252681,22.720225268100002
FKNMS,X2006012700_water_temp_0,2612.3506137,22.6123506137
FKNMS,X2006012800_water_temp_0,2701.0263098,22.7010263098
FKNMS,X2006012900_water_temp_0,2581.1066034,22.581106603400002
FKNMS,X2006013000_water_temp_0,2697.8687139,22.6978687139
FKNMS,X2006013100_water_temp_0,3222.5422044,23.2225422044
FKNMS,X2006020100_water_temp_0,2834.9685967,22.8349685967
FKNMS,X2006020200_water_temp_0,2783.7960319,22.7837960319
FKNMS,X2006020300_water_temp_0,2812.5707096,22.8125707096
FKNMS,X2006020400_water_temp_0,2987.2344663,22.9872344663
FKNMS,X2006020500_water_temp_0,2607.1196399,22.6071196399
FKNMS,X2006020600_water_temp_0,1957.4425538,21.9574425538
FKNMS,X2006020700_water_temp_0,1829.8169592,21.8298169592
FKNMS,X2006020800_water_temp_0,2118.2534952,22.1182534952
FKNMS,X2006020900_water_temp_0,1473.0299618,21.473029961800002
FKNMS,X2006021000_water_temp_0,1167.7625629,21.1677625629
FKNMS,X2006021100_water_temp_0,1134.392666,21.134392666
FKNMS,X2006021200_water_temp_0,1492.5888763,21.4925888763
FKNMS,X2006021300_water_temp_0,701.4275872,20.7014275872
FKNMS,X2006021400_water_temp_0,374.4101342,20.3744101342
FKNMS,X2006021500_water_temp_0,382.050095,20.382050095
FKNMS,X2006021600_water_temp_0,575.1019797,20.5751019797
FKNMS,X2006021700_water_temp_0,1026.1383654,21.0261383654
FKNMS,X2006021800_water_temp_0,1185.961902,21.185961902
FKNMS,X2006021900_water_temp_0,1620.1574129,21.6201574129
FKNMS,X2006022000_water_temp_0,2098.7811383,22.098781138299998
FKNMS,X2006022100_water_temp_0,2221.2821837,22.2212821837
FKNMS,X2006022200_water_temp_0,2511.4070633,22.5114070633
FKNMS,X2006022300_water_temp_0,2604.5318766,22.6045318766
FKNMS,X2006022400_water_temp_0,3219.7886708,23.2197886708
FKNMS,X2006022500_water_temp_0,2895.248351,22.895248351
FKNMS,X2006022600_water_temp_0,3005.2017595,23.0052017595
FKNMS,X2006022700_water_temp_0,2750.311589,22.750311589
FKNMS,X2006022800_water_temp_0,2245.3261833,22.2453261833
FKNMS,X2006030100_water_temp_0,2393.6896066,22.3936896066
FKNMS,X2006030200_water_temp_0,2631.2910292,22.6312910292
FKNMS,X2006030300_water_temp_0,2962.4857487,22.9624857487
FKNMS,X2006030400_water_temp_0,2659.7214997,22.6597214997
FKNMS,X2006030500_water_temp_0,2679.7997032,22.6797997032
FKNMS,X2006030600_water_temp_0,2671.9017526,22.6719017526
FKNMS,X2006030700_water_temp_0,3361.0461775,23.3610461775
FKNMS,X2006030800_water_temp_0,2646.0201094,22.6460201094
FKNMS,X2006030900_water_temp_0,2655.3415709,22.6553415709
FKNMS,X2006031000_water_temp_0,3057.6036952,23.0576036952
FKNMS,X2006031100_water_temp_0,3475.0861754,23.4750861754
FKNMS,X2006031200_water_temp_0,3812.8238328,23.8128238328
FKNMS,X2006031300_water_temp_0,3936.9740853,23.9369740853
FKNMS,X2006031400_water_temp_0,4460.8026312,24.4608026312
FKNMS,X2006031500_water_temp_0,5299.9438675,25.2999438675
FKNMS,X2006031600_water_temp_0,4857.1590445,24.8571590445
FKNMS,X2006031700_water_temp_0,4703.4202525,24.7034202525
FKNMS,X2006031800_water_temp_0,5452.5529092,25.4525529092
FKNMS,X2006031900_water_temp_0,5198.4109078,25.1984109078
FKNMS,X2006032000_water_temp_0,5081.2486939,25.0812486939
FKNMS,X2006032100_water_temp_0,4955.23654,24.95523654
FKNMS,X2006032200_water_temp_0,5631.8783674,25.6318783674
FKNMS,X2006032300_water_temp_0,5630.321946,25.630321946000002
FKNMS,X2006032400_water_temp_0,5899.041861,25.899041861
FKNMS,X2006032500_water_temp_0,5109.324058,25.109324058
FKNMS,X2006032600_water_temp_0,4298.1157534,24.2981157534
FKNMS,X2006032700_water_temp_0,4000.9038889,24.000903888899998
FKNMS,X2006032800_water_temp_0,3805.0003201,23.8050003201
FKNMS,X2006032900_water_temp_0,3653.00716,23.65300716
FKNMS,X2006033000_water_temp_0,4074.9540112,24.0749540112
FKNMS,X2006033100_water_temp_0,4278.9129162,24.2789129162
FKNMS,X2006040100_water_temp_0,4503.5156617,24.5035156617
FKNMS,X2006040200_water_temp_0,4724.2722946,24.7242722946
FKNMS,X2006040300_water_temp_0,5058.2074306,25.0582074306
FKNMS,X2006040400_water_temp_0,5381.6773986,25.3816773986
