SANCTUARY,date,SST_0,Temperature
FKNMS,X1995010100_water_temp_0,4407.9591171,24.4079591171
FKNMS,X1995010200_water_temp_0,4687.1835791,24.6871835791
FKNMS,X1995010300_water_temp_0,4707.4500438,24.7074500438
FKNMS,X1995010400_water_temp_0,4980.1414715,24.9801414715
FKNMS,X1995010500_water_temp_0,5056.6107602,25.0566107602
FKNMS,X1995010600_water_temp_0,4773.7490327,24.7737490327
FKNMS,X1995010700_water_temp_0,4931.2877523,24.9312877523
FKNMS,X1995010800_water_temp_0,4973.6536149,24.9736536149
FKNMS,X1995010900_water_temp_0,4732.151708,24.732151708
FKNMS,X1995011000_water_temp_0,4515.3568126,24.5153568126
FKNMS,X1995011100_water_temp_0,4294.1458493,24.2941458493
FKNMS,X1995011200_water_temp_0,4469.4872103,24.4694872103
FKNMS,X1995011300_water_temp_0,4648.6609173,24.6486609173
FKNMS,X1995011400_water_temp_0,4902.4011167,24.9024011167
FKNMS,X1995011500_water_temp_0,4718.4394527,24.7184394527
FKNMS,X1995011600_water_temp_0,4340.8694462,24.3408694462
FKNMS,X1995011700_water_temp_0,3914.9091861,23.9149091861
FKNMS,X1995011800_water_temp_0,3726.3828261,23.7263828261
FKNMS,X1995011900_water_temp_0,3549.6920501,23.5496920501
FKNMS,X1995012000_water_temp_0,3607.0403309,23.6070403309
FKNMS,X1995012100_water_temp_0,3123.1897678,23.1231897678
FKNMS,X1995012200_water_temp_0,2952.0110897,22.9520110897
FKNMS,X1995012300_water_temp_0,2882.7807224,22.8827807224
FKNMS,X1995012400_water_temp_0,3142.9359244,23.1429359244
FKNMS,X1995012500_water_temp_0,2479.6335388,22.4796335388
FKNMS,X1995012600_water_temp_0,2436.5367966,22.4365367966
FKNMS,X1995012700_water_temp_0,2698.0157077,22.6980157077
FKNMS,X1995012800_water_temp_0,2890.4030871,22.8904030871
FKNMS,X1995012900_water_temp_0,3356.4581668,23.3564581668
FKNMS,X1995013000_water_temp_0,3799.5587763,23.7995587763
FKNMS,X1995013100_water_temp_0,3395.2983752,23.3952983752
FKNMS,X1995020100_water_temp_0,2600.618962,22.600618962
FKNMS,X1995020200_water_temp_0,2508.2074659,22.5082074659
FKNMS,X1995020300_water_temp_0,2675.2538252,22.6752538252
FKNMS,X1995020400_water_temp_0,2944.0633604,22.9440633604
FKNMS,X1995020500_water_temp_0,1982.6649576,21.9826649576
FKNMS,X1995020600_water_temp_0,1325.8997618,21.3258997618
FKNMS,X1995020700_water_temp_0,1260.4593757,21.260459375700002
FKNMS,X1995020800_water_temp_0,1700.0376768,21.7000376768
FKNMS,X1995020900_water_temp_0,1069.4483603,21.0694483603
FKNMS,X1995021000_water_temp_0,930.6601365,20.9306601365
FKNMS,X1995021100_water_temp_0,1694.5602594,21.6945602594
FKNMS,X1995021200_water_temp_0,2408.1914555,22.4081914555
FKNMS,X1995021300_water_temp_0,2785.4387897,22.7854387897
FKNMS,X1995021400_water_temp_0,2633.6628566,22.6336628566
FKNMS,X1995021500_water_temp_0,3126.6423176,23.126642317600002
FKNMS,X1995021600_water_temp_0,3253.7585877,23.2537585877
FKNMS,X1995021700_water_temp_0,3576.8529729,23.5768529729
FKNMS,X1995021800_water_temp_0,3671.2807938,23.6712807938
FKNMS,X1995021900_water_temp_0,3904.1674721,23.9041674721
FKNMS,X1995022000_water_temp_0,4131.836531,24.131836531
FKNMS,X1995022100_water_temp_0,3397.0093008,23.3970093008
FKNMS,X1995022200_water_temp_0,2553.8604303,22.5538604303
FKNMS,X1995022300_water_temp_0,1999.2065673,21.9992065673
FKNMS,X1995022400_water_temp_0,2077.7098535,22.0777098535
FKNMS,X1995022500_water_temp_0,2220.8509954,22.2208509954
FKNMS,X1995022600_water_temp_0,2276.2204838,22.2762204838
FKNMS,X1995022700_water_temp_0,2499.798372,22.499798372
FKNMS,X1995022800_water_temp_0,2604.4900137,22.6044900137
FKNMS,X1995030100_water_temp_0,3043.8017103,23.043801710300002
FKNMS,X1995030200_water_temp_0,3292.9501046,23.2929501046
FKNMS,X1995030300_water_temp_0,2678.3697597,22.6783697597
FKNMS,X1995030400_water_temp_0,2689.440063,22.689440063
FKNMS,X1995030500_water_temp_0,2816.1532215,22.816153221500002
FKNMS,X1995030600_water_temp_0,2931.8183325,22.9318183325
FKNMS,X1995030700_water_temp_0,3198.5127878,23.1985127878
FKNMS,X1995030800_water_temp_0,3336.3072032,23.3363072032
FKNMS,X1995030900_water_temp_0,3757.6820238,23.7576820238
FKNMS,X1995031000_water_temp_0,3180.1866303,23.1801866303
FKNMS,X1995031100_water_temp_0,2916.5406717,22.916540671699998
FKNMS,X1995031200_water_temp_0,2708.5582322,22.7085582322
FKNMS,X1995031300_water_temp_0,2794.1882233,22.7941882233
FKNMS,X1995031400_water_temp_0,2777.215648,22.777215648
FKNMS,X1995031500_water_temp_0,2859.2899783,22.859289978299998
FKNMS,X1995031600_water_temp_0,3409.0993373,23.4090993373
FKNMS,X1995031700_water_temp_0,3789.603349,23.789603349
FKNMS,X1995031800_water_temp_0,4115.33999,24.115339990000003
FKNMS,X1995031900_water_temp_0,3806.1199024,23.8061199024
FKNMS,X1995032000_water_temp_0,3816.5170073,23.8165170073
FKNMS,X1995032100_water_temp_0,4273.2025603,24.2732025603
FKNMS,X1995032200_water_temp_0,4894.8568408,24.8948568408
FKNMS,X1995032300_water_temp_0,4780.4409608,24.7804409608
FKNMS,X1995032400_water_temp_0,4957.9193477,24.9579193477
