SANCTUARY,date,SST_0,Temperature,datetime
FKNMS,X1995111000_water_temp_0,6995.4980511,26.9954980511,1995-11-10T05:00:00Z
FKNMS,X1995111100_water_temp_0,6968.6236826,26.9686236826,1995-11-11T05:00:00Z
FKNMS,X1995111200_water_temp_0,7200.585924,27.200585924000002,1995-11-12T05:00:00Z
FKNMS,X1995111300_water_temp_0,6831.5734194,26.8315734194,1995-11-13T05:00:00Z
FKNMS,X1995111400_water_temp_0,6734.2413948,26.7342413948,1995-11-14T05:00:00Z
FKNMS,X1995111500_water_temp_0,6206.590561,26.206590561,1995-11-15T05:00:00Z
FKNMS,X1995111600_water_temp_0,5670.5421192,25.6705421192,1995-11-16T05:00:00Z
FKNMS,X1995111700_water_temp_0,5564.47382,25.56447382,1995-11-17T05:00:00Z
FKNMS,X1995111800_water_temp_0,5743.5935477,25.7435935477,1995-11-18T05:00:00Z
FKNMS,X1995111900_water_temp_0,5991.4699755,25.9914699755,1995-11-19T05:00:00Z
FKNMS,X1995112000_water_temp_0,6368.7254517,26.3687254517,1995-11-20T05:00:00Z
FKNMS,X1995112100_water_temp_0,6443.5460856,26.4435460856,1995-11-21T05:00:00Z
FKNMS,X1995112200_water_temp_0,6398.1864931,26.3981864931,1995-11-22T05:00:00Z
FKNMS,X1995112300_water_temp_0,5890.3651076,25.8903651076,1995-11-23T05:00:00Z
FKNMS,X1995112400_water_temp_0,5928.3682459,25.9283682459,1995-11-24T05:00:00Z
FKNMS,X1995112500_water_temp_0,5980.4868402,25.9804868402,1995-11-25T05:00:00Z
FKNMS,X1995112600_water_temp_0,5288.9170546,25.2889170546,1995-11-26T05:00:00Z
FKNMS,X1995112700_water_temp_0,5102.4699551,25.1024699551,1995-11-27T05:00:00Z
FKNMS,X1995112800_water_temp_0,5558.2553523,25.5582553523,1995-11-28T05:00:00Z
FKNMS,X1995112900_water_temp_0,5900.0124944,25.900012494400002,1995-11-29T05:00:00Z
FKNMS,X1995113000_water_temp_0,6194.7979685,26.1947979685,1995-11-30T05:00:00Z
FKNMS,X1995120100_water_temp_0,5619.8971221,25.6198971221,1995-12-01T05:00:00Z
FKNMS,X1995120200_water_temp_0,5190.499502,25.190499502,1995-12-02T05:00:00Z
FKNMS,X1995120300_water_temp_0,4473.013085,24.473013084999998,1995-12-03T05:00:00Z
FKNMS,X1995120400_water_temp_0,4078.8126712,24.078812671199998,1995-12-04T05:00:00Z
FKNMS,X1995120500_water_temp_0,3781.9840692,23.7819840692,1995-12-05T05:00:00Z
FKNMS,X1995120600_water_temp_0,3819.2848917,23.8192848917,1995-12-06T05:00:00Z
FKNMS,X1995120700_water_temp_0,4021.3409064,24.0213409064,1995-12-07T05:00:00Z
FKNMS,X1995120800_water_temp_0,4413.2810446,24.4132810446,1995-12-08T05:00:00Z
FKNMS,X1995120900_water_temp_0,4440.1411116,24.4401411116,1995-12-09T05:00:00Z
FKNMS,X1995121000_water_temp_0,4761.7924504,24.7617924504,1995-12-10T05:00:00Z
FKNMS,X1995121100_water_temp_0,4267.7704582,24.267770458199998,1995-12-11T05:00:00Z
FKNMS,X1995121200_water_temp_0,3617.8673944,23.6178673944,1995-12-12T05:00:00Z
FKNMS,X1995121300_water_temp_0,3729.9652929,23.7299652929,1995-12-13T05:00:00Z
FKNMS,X1995121400_water_temp_0,3967.4164494,23.9674164494,1995-12-14T05:00:00Z
FKNMS,X1995121500_water_temp_0,4102.9044249,24.1029044249,1995-12-15T05:00:00Z
FKNMS,X1995121600_water_temp_0,4417.5518405,24.4175518405,1995-12-16T05:00:00Z
FKNMS,X1995121700_water_temp_0,4650.0725831,24.6500725831,1995-12-17T05:00:00Z
FKNMS,X1995121800_water_temp_0,4912.083305,24.912083305,1995-12-18T05:00:00Z
FKNMS,X1995121900_water_temp_0,5038.874207,25.038874207,1995-12-19T05:00:00Z
FKNMS,X1995122000_water_temp_0,4987.1972271,24.9871972271,1995-12-20T05:00:00Z
FKNMS,X1995122100_water_temp_0,4425.5801858,24.4255801858,1995-12-21T05:00:00Z
FKNMS,X1995122200_water_temp_0,4081.3681584,24.0813681584,1995-12-22T05:00:00Z
FKNMS,X1995122300_water_temp_0,3945.6868396,23.9456868396,1995-12-23T05:00:00Z
FKNMS,X1995122400_water_temp_0,3644.0619806,23.6440619806,1995-12-24T05:00:00Z
FKNMS,X1995122500_water_temp_0,2649.0795897,22.6490795897,1995-12-25T05:00:00Z
FKNMS,X1995122600_water_temp_0,2192.2384861,22.1922384861,1995-12-26T05:00:00Z
FKNMS,X1995122700_water_temp_0,1862.4374411,21.8624374411,1995-12-27T05:00:00Z
FKNMS,X1995122800_water_temp_0,2007.6568721,22.0076568721,1995-12-28T05:00:00Z
FKNMS,X1995122900_water_temp_0,2337.9353167,22.3379353167,1995-12-29T05:00:00Z
FKNMS,X1995123000_water_temp_0,2732.4545046,22.7324545046,1995-12-30T05:00:00Z
FKNMS,X1995123100_water_temp_0,3815.0270209,23.8150270209,1995-12-31T05:00:00Z
FKNMS,X1996010100_water_temp_0,4405.3979535,24.4053979535,1996-01-01T05:00:00Z
FKNMS,X1996010200_water_temp_0,4441.8579804,24.441857980400002,1996-01-02T05:00:00Z
FKNMS,X1996010300_water_temp_0,4759.533392,24.759533392,1996-01-03T05:00:00Z
FKNMS,X1996010400_water_temp_0,4193.9142591,24.1939142591,1996-01-04T05:00:00Z
FKNMS,X1996010500_water_temp_0,3634.8656491,23.6348656491,1996-01-05T05:00:00Z
FKNMS,X1996010600_water_temp_0,3342.12697,23.34212697,1996-01-06T05:00:00Z
FKNMS,X1996010700_water_temp_0,3317.3403192,23.3173403192,1996-01-07T05:00:00Z
FKNMS,X1996010800_water_temp_0,3096.2438254,23.0962438254,1996-01-08T05:00:00Z
FKNMS,X1996010900_water_temp_0,1518.6187169,21.5186187169,1996-01-09T05:00:00Z
FKNMS,X1996011000_water_temp_0,1209.0669101,21.2090669101,1996-01-10T05:00:00Z
FKNMS,X1996011100_water_temp_0,1193.8435971,21.1938435971,1996-01-11T05:00:00Z
FKNMS,X1996011200_water_temp_0,1262.3156157,21.2623156157,1996-01-12T05:00:00Z
FKNMS,X1996011300_water_temp_0,978.1347774,20.9781347774,1996-01-13T05:00:00Z
FKNMS,X1996011400_water_temp_0,561.4369815,20.5614369815,1996-01-14T05:00:00Z
FKNMS,X1996011500_water_temp_0,1002.9069813,21.0029069813,1996-01-15T05:00:00Z
FKNMS,X1996011600_water_temp_0,1204.8154109,21.2048154109,1996-01-16T05:00:00Z
FKNMS,X1996011700_water_temp_0,1598.7320457,21.5987320457,1996-01-17T05:00:00Z
FKNMS,X1996011800_water_temp_0,2391.6681754,22.3916681754,1996-01-18T05:00:00Z
FKNMS,X1996011900_water_temp_0,3074.3704011,23.0743704011,1996-01-19T05:00:00Z
FKNMS,X1996012000_water_temp_0,2988.8408979,22.9888408979,1996-01-20T05:00:00Z
FKNMS,X1996012100_water_temp_0,2303.944585,22.303944585,1996-01-21T05:00:00Z
FKNMS,X1996012200_water_temp_0,2235.3098721,22.2353098721,1996-01-22T05:00:00Z
FKNMS,X1996012300_water_temp_0,2151.6165393,22.1516165393,1996-01-23T05:00:00Z
FKNMS,X1996012400_water_temp_0,2735.0936741,22.7350936741,1996-01-24T05:00:00Z
FKNMS,X1996012500_water_temp_0,3323.5216329,23.3235216329,1996-01-25T05:00:00Z
FKNMS,X1996012600_water_temp_0,3034.7442011,23.0347442011,1996-01-26T05:00:00Z
FKNMS,X1996012700_water_temp_0,3448.1562154,23.4481562154,1996-01-27T05:00:00Z
FKNMS,X1996012800_water_temp_0,3987.151686,23.987151686,1996-01-28T05:00:00Z
FKNMS,X1996012900_water_temp_0,3318.4514429,23.3184514429,1996-01-29T05:00:00Z
FKNMS,X1996013000_water_temp_0,3530.711714,23.530711714,1996-01-30T05:00:00Z
FKNMS,X1996013100_water_temp_0,3837.6302399,23.8376302399,1996-01-31T05:00:00Z
FKNMS,X1996020100_water_temp_0,4368.770015,24.368770015,1996-02-01T05:00:00Z
FKNMS,X1996020200_water_temp_0,3900.7034652,23.9007034652,1996-02-02T05:00:00Z
FKNMS,X1996020300_water_temp_0,3983.0411393,23.9830411393,1996-02-03T05:00:00Z
FKNMS,X1996020400_water_temp_0,3614.5994663,23.6145994663,1996-02-04T05:00:00Z
FKNMS,X1996020500_water_temp_0,2272.0735673,22.2720735673,1996-02-05T05:00:00Z
FKNMS,X1996020600_water_temp_0,1232.1522028,21.232152202800002,1996-02-06T05:00:00Z
FKNMS,X1996020700_water_temp_0,1216.2636965,21.2162636965,1996-02-07T05:00:00Z
FKNMS,X1996020900_water_temp_0,2191.0140408,22.1910140408,1996-02-09T05:00:00Z
FKNMS,X1996021000_water_temp_0,2129.6570899,22.1296570899,1996-02-10T05:00:00Z
FKNMS,X1996021100_water_temp_0,2231.5059278,22.2315059278,1996-02-11T05:00:00Z
FKNMS,X1996021200_water_temp_0,2639.8583641,22.6398583641,1996-02-12T05:00:00Z
FKNMS,X1996021300_water_temp_0,1461.8102292,21.4618102292,1996-02-13T05:00:00Z
FKNMS,X1996021400_water_temp_0,1434.4662417,21.4344662417,1996-02-14T05:00:00Z
FKNMS,X1996021500_water_temp_0,1361.8297616,21.3618297616,1996-02-15T05:00:00Z
FKNMS,X1996021600_water_temp_0,1393.561136,21.393561136,1996-02-16T05:00:00Z
FKNMS,X1996021700_water_temp_0,835.877601,20.835877601,1996-02-17T05:00:00Z
FKNMS,X1996021800_water_temp_0,309.1088696,20.3091088696,1996-02-18T05:00:00Z
FKNMS,X1996021900_water_temp_0,827.0192752,20.8270192752,1996-02-19T05:00:00Z
FKNMS,X1996022000_water_temp_0,1022.2454938,21.0222454938,1996-02-20T05:00:00Z
FKNMS,X1996022100_water_temp_0,2152.8429675,22.1528429675,1996-02-21T05:00:00Z
FKNMS,X1996022200_water_temp_0,2493.3111928,22.4933111928,1996-02-22T05:00:00Z
FKNMS,X1996022300_water_temp_0,2181.5933947,22.1815933947,1996-02-23T05:00:00Z
FKNMS,X1996022400_water_temp_0,2539.1569825,22.5391569825,1996-02-24T05:00:00Z
FKNMS,X1996022500_water_temp_0,2933.2384331,22.9332384331,1996-02-25T05:00:00Z
FKNMS,X1996022600_water_temp_0,2627.699118,22.627699118,1996-02-26T05:00:00Z
FKNMS,X1996022700_water_temp_0,2797.1250944,22.797125094400002,1996-02-27T05:00:00Z
FKNMS,X1996022800_water_temp_0,3243.2609344,23.2432609344,1996-02-28T05:00:00Z
FKNMS,X1996022900_water_temp_0,3796.3865781,23.796386578099998,1996-02-29T05:00:00Z
FKNMS,X1996030100_water_temp_0,3813.3618432,23.8133618432,1996-03-01T05:00:00Z
FKNMS,X1996030200_water_temp_0,3936.063246,23.936063246,1996-03-02T05:00:00Z
FKNMS,X1996030300_water_temp_0,3106.6099767,23.1066099767,1996-03-03T05:00:00Z
FKNMS,X1996030400_water_temp_0,2632.2049966,22.6322049966,1996-03-04T05:00:00Z
FKNMS,X1996030500_water_temp_0,2839.0219024,22.8390219024,1996-03-05T05:00:00Z
FKNMS,X1996030600_water_temp_0,3319.3287655,23.3193287655,1996-03-06T05:00:00Z
FKNMS,X1996030700_water_temp_0,3777.7987467,23.7777987467,1996-03-07T05:00:00Z
FKNMS,X1996030800_water_temp_0,4342.8710233,24.3428710233,1996-03-08T05:00:00Z
FKNMS,X1996030900_water_temp_0,3065.7460854,23.0657460854,1996-03-09T05:00:00Z
FKNMS,X1996031000_water_temp_0,2283.6986589,22.2836986589,1996-03-10T05:00:00Z
FKNMS,X1996031100_water_temp_0,1890.5342852,21.8905342852,1996-03-11T05:00:00Z
FKNMS,X1996031200_water_temp_0,1528.7253157,21.5287253157,1996-03-12T05:00:00Z
FKNMS,X1996031300_water_temp_0,1444.4115423,21.4444115423,1996-03-13T05:00:00Z
FKNMS,X1996031400_water_temp_0,2064.9605063,22.0649605063,1996-03-14T05:00:00Z
FKNMS,X1996031500_water_temp_0,2327.2804309,22.3272804309,1996-03-15T05:00:00Z
FKNMS,X1996031600_water_temp_0,2688.9066135,22.6889066135,1996-03-16T05:00:00Z
FKNMS,X1996031700_water_temp_0,3144.1490152,23.1441490152,1996-03-17T05:00:00Z
FKNMS,X1996031800_water_temp_0,3246.3562148,23.2463562148,1996-03-18T05:00:00Z
FKNMS,X1996031900_water_temp_0,3603.1569568,23.6031569568,1996-03-19T05:00:00Z
FKNMS,X1996032000_water_temp_0,3082.2380827,23.082238082700002,1996-03-20T05:00:00Z
FKNMS,X1996032100_water_temp_0,2205.8002912,22.2058002912,1996-03-21T05:00:00Z
FKNMS,X1996032200_water_temp_0,1386.6437856,21.3866437856,1996-03-22T05:00:00Z
FKNMS,X1996032300_water_temp_0,1565.0942264,21.5650942264,1996-03-23T05:00:00Z
FKNMS,X1996032400_water_temp_0,1827.629533,21.827629533,1996-03-24T05:00:00Z
FKNMS,X1996032500_water_temp_0,2210.325112,22.210325112,1996-03-25T05:00:00Z
FKNMS,X1996032600_water_temp_0,2910.5609796,22.9105609796,1996-03-26T05:00:00Z
FKNMS,X1996032700_water_temp_0,3264.4319017,23.2644319017,1996-03-27T05:00:00Z
FKNMS,X1996032800_water_temp_0,3509.811071,23.509811071,1996-03-28T05:00:00Z
FKNMS,X1996032900_water_temp_0,3906.0277505,23.9060277505,1996-03-29T05:00:00Z
FKNMS,X1996033000_water_temp_0,4790.9192086,24.790919208600002,1996-03-30T05:00:00Z
FKNMS,X1996033100_water_temp_0,4568.5692515,24.5685692515,1996-03-31T05:00:00Z
FKNMS,X1996040100_water_temp_0,5529.2221803,25.5292221803,1996-04-01T05:00:00Z
FKNMS,X1996040200_water_temp_0,4955.2919748,24.9552919748,1996-04-02T05:00:00Z
FKNMS,X1996040300_water_temp_0,4334.2918854,24.3342918854,1996-04-03T05:00:00Z
FKNMS,X1996040400_water_temp_0,3991.1626711,23.9911626711,1996-04-04T05:00:00Z
FKNMS,X1996040500_water_temp_0,4427.0576725,24.4270576725,1996-04-05T05:00:00Z
FKNMS,X1996040600_water_temp_0,4891.8686086,24.8918686086,1996-04-06T05:00:00Z
FKNMS,X1996040700_water_temp_0,5124.9593251,25.1249593251,1996-04-07T05:00:00Z
FKNMS,X1996040800_water_temp_0,5142.6076109,25.1426076109,1996-04-08T04:00:00Z
FKNMS,X1996040900_water_temp_0,6400.9432109,26.4009432109,1996-04-09T04:00:00Z
FKNMS,X1996041000_water_temp_0,5092.3753744,25.0923753744,1996-04-10T04:00:00Z
FKNMS,X1996041100_water_temp_0,4584.3348401,24.5843348401,1996-04-11T04:00:00Z
FKNMS,X1996041200_water_temp_0,4341.1389196,24.3411389196,1996-04-12T04:00:00Z
FKNMS,X1996041300_water_temp_0,4386.546061,24.386546061,1996-04-13T04:00:00Z
FKNMS,X1996041400_water_temp_0,4694.1957788,24.6941957788,1996-04-14T04:00:00Z
FKNMS,X1996041500_water_temp_0,5077.1784319,25.077178431900002,1996-04-15T04:00:00Z
FKNMS,X1996041600_water_temp_0,5274.3746467,25.2743746467,1996-04-16T04:00:00Z
FKNMS,X1996041700_water_temp_0,5312.3467268,25.3123467268,1996-04-17T04:00:00Z
FKNMS,X1996041800_water_temp_0,5191.4513857,25.1914513857,1996-04-18T04:00:00Z
FKNMS,X1996041900_water_temp_0,5034.2323262,25.034232326199998,1996-04-19T04:00:00Z
FKNMS,X1996042000_water_temp_0,4869.0546358,24.8690546358,1996-04-20T04:00:00Z
FKNMS,X1996042100_water_temp_0,4867.0406423,24.8670406423,1996-04-21T04:00:00Z
FKNMS,X1996042200_water_temp_0,4826.6133639,24.8266133639,1996-04-22T04:00:00Z
FKNMS,X1996042300_water_temp_0,4894.3678701,24.894367870099998,1996-04-23T04:00:00Z
FKNMS,X1996042400_water_temp_0,5167.6342192,25.1676342192,1996-04-24T04:00:00Z
FKNMS,X1996042500_water_temp_0,6432.5578413,26.4325578413,1996-04-25T04:00:00Z
FKNMS,X1996042600_water_temp_0,6033.599894,26.033599893999998,1996-04-26T04:00:00Z
FKNMS,X1996042700_water_temp_0,6255.081743,26.255081742999998,1996-04-27T04:00:00Z
FKNMS,X1996042800_water_temp_0,6042.0875843,26.0420875843,1996-04-28T04:00:00Z
FKNMS,X1996042900_water_temp_0,5985.7201135,25.9857201135,1996-04-29T04:00:00Z
FKNMS,X1996043000_water_temp_0,6017.6608988,26.0176608988,1996-04-30T04:00:00Z
FKNMS,X1996050100_water_temp_0,6257.8557789,26.2578557789,1996-05-01T04:00:00Z
FKNMS,X1996050200_water_temp_0,6999.2068457,26.9992068457,1996-05-02T04:00:00Z
FKNMS,X1996050300_water_temp_0,7232.7550737,27.232755073699998,1996-05-03T04:00:00Z
FKNMS,X1996050400_water_temp_0,6911.8202036,26.9118202036,1996-05-04T04:00:00Z
FKNMS,X1996050500_water_temp_0,6800.7852908,26.8007852908,1996-05-05T04:00:00Z
FKNMS,X1996050600_water_temp_0,6642.0889773,26.6420889773,1996-05-06T04:00:00Z
FKNMS,X1996050700_water_temp_0,6381.3094512,26.3813094512,1996-05-07T04:00:00Z
FKNMS,X1996050800_water_temp_0,6102.0637703,26.1020637703,1996-05-08T04:00:00Z
FKNMS,X1996050900_water_temp_0,6038.7190319,26.0387190319,1996-05-09T04:00:00Z
FKNMS,X1996051000_water_temp_0,6070.315832,26.070315832,1996-05-10T04:00:00Z
FKNMS,X1996051100_water_temp_0,6182.2252776,26.1822252776,1996-05-11T04:00:00Z
FKNMS,X1996051200_water_temp_0,6650.449601,26.650449601,1996-05-12T04:00:00Z
FKNMS,X1996051300_water_temp_0,7579.0385273,27.5790385273,1996-05-13T04:00:00Z
FKNMS,X1996051400_water_temp_0,8104.0748508,28.1040748508,1996-05-14T04:00:00Z
FKNMS,X1996051500_water_temp_0,8197.1207643,28.1971207643,1996-05-15T04:00:00Z
FKNMS,X1996051600_water_temp_0,7491.5488985,27.4915488985,1996-05-16T04:00:00Z
FKNMS,X1996051700_water_temp_0,7213.7643783,27.2137643783,1996-05-17T04:00:00Z
FKNMS,X1996051800_water_temp_0,7131.3115557,27.1313115557,1996-05-18T04:00:00Z
FKNMS,X1996051900_water_temp_0,6749.8243889,26.7498243889,1996-05-19T04:00:00Z
FKNMS,X1996052000_water_temp_0,6567.3761886,26.5673761886,1996-05-20T04:00:00Z
FKNMS,X1996052100_water_temp_0,6538.2234509,26.5382234509,1996-05-21T04:00:00Z
FKNMS,X1996052200_water_temp_0,6458.2429113,26.4582429113,1996-05-22T04:00:00Z
FKNMS,X1996052300_water_temp_0,6997.9316898,26.997931689799998,1996-05-23T04:00:00Z
FKNMS,X1996052400_water_temp_0,7871.2698504,27.8712698504,1996-05-24T04:00:00Z
FKNMS,X1996052500_water_temp_0,8064.5300544,28.064530054400002,1996-05-25T04:00:00Z
FKNMS,X1996052600_water_temp_0,7762.6144508,27.7626144508,1996-05-26T04:00:00Z
FKNMS,X1996052700_water_temp_0,7616.6824439,27.6166824439,1996-05-27T04:00:00Z
FKNMS,X1996052800_water_temp_0,8472.1833848,28.4721833848,1996-05-28T04:00:00Z
FKNMS,X1996052900_water_temp_0,9492.1423746,29.4921423746,1996-05-29T04:00:00Z
FKNMS,X1996053000_water_temp_0,9465.1444442,29.4651444442,1996-05-30T04:00:00Z
FKNMS,X1996053100_water_temp_0,8862.3501886,28.862350188599997,1996-05-31T04:00:00Z
FKNMS,X1996060100_water_temp_0,9606.1078759,29.6061078759,1996-06-01T04:00:00Z
FKNMS,X1996060200_water_temp_0,8454.4693073,28.454469307300002,1996-06-02T04:00:00Z
FKNMS,X1996060300_water_temp_0,8128.3050594,28.1283050594,1996-06-03T04:00:00Z
FKNMS,X1996060400_water_temp_0,8344.6917069,28.3446917069,1996-06-04T04:00:00Z
FKNMS,X1996060500_water_temp_0,9273.6424021,29.273642402100002,1996-06-05T04:00:00Z
FKNMS,X1996060600_water_temp_0,9266.0512452,29.2660512452,1996-06-06T04:00:00Z
FKNMS,X1996060700_water_temp_0,9129.6527276,29.1296527276,1996-06-07T04:00:00Z
FKNMS,X1996060800_water_temp_0,9487.6819492,29.4876819492,1996-06-08T04:00:00Z
FKNMS,X1996060900_water_temp_0,9375.1598382,29.3751598382,1996-06-09T04:00:00Z
FKNMS,X1996061000_water_temp_0,9378.2383854,29.3782383854,1996-06-10T04:00:00Z
FKNMS,X1996061100_water_temp_0,9336.3171662,29.3363171662,1996-06-11T04:00:00Z
FKNMS,X1996061200_water_temp_0,9606.4477325,29.6064477325,1996-06-12T04:00:00Z
FKNMS,X1996061300_water_temp_0,9709.9917561,29.709991756100003,1996-06-13T04:00:00Z
FKNMS,X1996061400_water_temp_0,9090.1612172,29.0901612172,1996-06-14T04:00:00Z
FKNMS,X1996061500_water_temp_0,8860.6555113,28.8606555113,1996-06-15T04:00:00Z
FKNMS,X1996061600_water_temp_0,8705.1247068,28.7051247068,1996-06-16T04:00:00Z
FKNMS,X1996061700_water_temp_0,8838.6288545,28.8386288545,1996-06-17T04:00:00Z
FKNMS,X1996061800_water_temp_0,9509.4809065,29.509480906500002,1996-06-18T04:00:00Z
FKNMS,X1996061900_water_temp_0,8670.7304357,28.6707304357,1996-06-19T04:00:00Z
FKNMS,X1996062000_water_temp_0,9971.2713085,29.9712713085,1996-06-20T04:00:00Z
FKNMS,X1996062100_water_temp_0,9954.8848845,29.9548848845,1996-06-21T04:00:00Z
FKNMS,X1996062200_water_temp_0,10340.6580802,30.3406580802,1996-06-22T04:00:00Z
FKNMS,X1996062300_water_temp_0,11008.7824469,31.0087824469,1996-06-23T04:00:00Z
FKNMS,X1996062400_water_temp_0,11171.5376486,31.1715376486,1996-06-24T04:00:00Z
FKNMS,X1996062500_water_temp_0,10993.5435338,30.9935435338,1996-06-25T04:00:00Z
FKNMS,X1996062600_water_temp_0,10044.9617084,30.044961708400002,1996-06-26T04:00:00Z
FKNMS,X1996062700_water_temp_0,10133.8781041,30.1338781041,1996-06-27T04:00:00Z
FKNMS,X1996062800_water_temp_0,10210.5621392,30.2105621392,1996-06-28T04:00:00Z
FKNMS,X1996062900_water_temp_0,10040.6357789,30.0406357789,1996-06-29T04:00:00Z
FKNMS,X1996063000_water_temp_0,10675.5507915,30.6755507915,1996-06-30T04:00:00Z
FKNMS,X1996070100_water_temp_0,10556.6881538,30.5566881538,1996-07-01T04:00:00Z
FKNMS,X1996070200_water_temp_0,11200.3800561,31.200380056100002,1996-07-02T04:00:00Z
FKNMS,X1996070300_water_temp_0,10548.0012676,30.5480012676,1996-07-03T04:00:00Z
FKNMS,X1996070400_water_temp_0,10364.2325831,30.364232583099998,1996-07-04T04:00:00Z
FKNMS,X1996070500_water_temp_0,10478.696193,30.478696192999998,1996-07-05T04:00:00Z
FKNMS,X1996070600_water_temp_0,10037.2812605,30.037281260500002,1996-07-06T04:00:00Z
FKNMS,X1996070700_water_temp_0,9907.4651056,29.9074651056,1996-07-07T04:00:00Z
FKNMS,X1996070800_water_temp_0,9996.9159612,29.996915961200003,1996-07-08T04:00:00Z
FKNMS,X1996070900_water_temp_0,9692.9743202,29.6929743202,1996-07-09T04:00:00Z
FKNMS,X1996071000_water_temp_0,10517.9788015,30.5179788015,1996-07-10T04:00:00Z
FKNMS,X1996071100_water_temp_0,10366.005076,30.366005076,1996-07-11T04:00:00Z
FKNMS,X1996071200_water_temp_0,10449.8965512,30.4498965512,1996-07-12T04:00:00Z
FKNMS,X1996071300_water_temp_0,11594.5687374,31.594568737400003,1996-07-13T04:00:00Z
FKNMS,X1996071400_water_temp_0,10473.4947556,30.4734947556,1996-07-14T04:00:00Z
FKNMS,X1996071500_water_temp_0,10156.7995577,30.1567995577,1996-07-15T04:00:00Z
FKNMS,X1996071600_water_temp_0,9987.4510867,29.9874510867,1996-07-16T04:00:00Z
FKNMS,X1996071700_water_temp_0,9599.5779552,29.5995779552,1996-07-17T04:00:00Z
FKNMS,X1996071800_water_temp_0,9254.6127585,29.254612758500002,1996-07-18T04:00:00Z
FKNMS,X1996071900_water_temp_0,9063.9145717,29.0639145717,1996-07-19T04:00:00Z
FKNMS,X1996072000_water_temp_0,9211.2770331,29.2112770331,1996-07-20T04:00:00Z
FKNMS,X1996072100_water_temp_0,9605.9605696,29.6059605696,1996-07-21T04:00:00Z
FKNMS,X1996072200_water_temp_0,10077.0652962,30.0770652962,1996-07-22T04:00:00Z
FKNMS,X1996072300_water_temp_0,10510.6852182,30.510685218200003,1996-07-23T04:00:00Z
FKNMS,X1996072400_water_temp_0,10433.8460209,30.4338460209,1996-07-24T04:00:00Z
FKNMS,X1996072500_water_temp_0,10238.0361561,30.2380361561,1996-07-25T04:00:00Z
FKNMS,X1996072600_water_temp_0,9840.8482193,29.8408482193,1996-07-26T04:00:00Z
FKNMS,X1996072700_water_temp_0,9715.675851,29.715675851,1996-07-27T04:00:00Z
FKNMS,X1996072800_water_temp_0,9420.2237384,29.4202237384,1996-07-28T04:00:00Z
FKNMS,X1996072900_water_temp_0,9333.6991839,29.333699183900002,1996-07-29T04:00:00Z
FKNMS,X1996073000_water_temp_0,9211.32587,29.211325870000003,1996-07-30T04:00:00Z
FKNMS,X1996073100_water_temp_0,9342.5390741,29.3425390741,1996-07-31T04:00:00Z
FKNMS,X1996080100_water_temp_0,9542.5187514,29.542518751400003,1996-08-01T04:00:00Z
FKNMS,X1996080200_water_temp_0,10234.1051301,30.2341051301,1996-08-02T04:00:00Z
FKNMS,X1996080300_water_temp_0,10091.2810431,30.0912810431,1996-08-03T04:00:00Z
FKNMS,X1996080400_water_temp_0,10281.9964867,30.281996486700002,1996-08-04T04:00:00Z
FKNMS,X1996080500_water_temp_0,10071.2210684,30.0712210684,1996-08-05T04:00:00Z
FKNMS,X1996080600_water_temp_0,9822.683582,29.822683582,1996-08-06T04:00:00Z
FKNMS,X1996080700_water_temp_0,9680.7804996,29.680780499599997,1996-08-07T04:00:00Z
FKNMS,X1996080800_water_temp_0,9599.3751509,29.599375150900002,1996-08-08T04:00:00Z
FKNMS,X1996080900_water_temp_0,10317.783311,30.317783311,1996-08-09T04:00:00Z
FKNMS,X1996081000_water_temp_0,10622.4816869,30.622481686900002,1996-08-10T04:00:00Z
FKNMS,X1996081100_water_temp_0,10516.67398,30.51667398,1996-08-11T04:00:00Z
FKNMS,X1996081200_water_temp_0,10491.0239769,30.4910239769,1996-08-12T04:00:00Z
FKNMS,X1996081300_water_temp_0,10569.2985169,30.569298516899998,1996-08-13T04:00:00Z
FKNMS,X1996081400_water_temp_0,10893.991819,30.893991819,1996-08-14T04:00:00Z
FKNMS,X1996081500_water_temp_0,11036.6037782,31.0366037782,1996-08-15T04:00:00Z
FKNMS,X1996081600_water_temp_0,10616.5700955,30.616570095500002,1996-08-16T04:00:00Z
FKNMS,X1996081700_water_temp_0,10166.9880087,30.166988008700002,1996-08-17T04:00:00Z
FKNMS,X1996081800_water_temp_0,9982.3970298,29.9823970298,1996-08-18T04:00:00Z
FKNMS,X1996081900_water_temp_0,9766.546039,29.766546039,1996-08-19T04:00:00Z
FKNMS,X1996082000_water_temp_0,9618.3839642,29.6183839642,1996-08-20T04:00:00Z
FKNMS,X1996082100_water_temp_0,9430.5389434,29.430538943400002,1996-08-21T04:00:00Z
FKNMS,X1996082200_water_temp_0,9370.239762,29.370239761999997,1996-08-22T04:00:00Z
FKNMS,X1996082300_water_temp_0,9197.3593258,29.1973593258,1996-08-23T04:00:00Z
FKNMS,X1996082400_water_temp_0,9157.7665069,29.1577665069,1996-08-24T04:00:00Z
FKNMS,X1996082500_water_temp_0,9289.6226791,29.2896226791,1996-08-25T04:00:00Z
FKNMS,X1996082600_water_temp_0,9390.4443419,29.3904443419,1996-08-26T04:00:00Z
FKNMS,X1996082700_water_temp_0,9366.729445,29.366729445,1996-08-27T04:00:00Z
