SANCTUARY,date,SST_0,Temperature
FKNMS,X1998010100_water_temp_0,2172.3007164,22.1723007164
FKNMS,X1998010200_water_temp_0,1829.6087607,21.8296087607
FKNMS,X1998010300_water_temp_0,2129.4121875,22.1294121875
FKNMS,X1998010400_water_temp_0,2525.3670514,22.5253670514
FKNMS,X1998010500_water_temp_0,2848.6605514,22.848660551400002
FKNMS,X1998010600_water_temp_0,3193.9043147,23.1939043147
FKNMS,X1998010700_water_temp_0,3720.1480591,23.7201480591
FKNMS,X1998010800_water_temp_0,3838.4860412,23.8384860412
FKNMS,X1998010900_water_temp_0,3952.9975145,23.952997514499998
FKNMS,X1998011000_water_temp_0,4033.071189,24.033071189
FKNMS,X1998011100_water_temp_0,3704.9531637,23.7049531637
FKNMS,X1998011200_water_temp_0,3492.1239654,23.4921239654
FKNMS,X1998011300_water_temp_0,3486.4384613,23.4864384613
FKNMS,X1998011400_water_temp_0,3503.1030991,23.5031030991
FKNMS,X1998011500_water_temp_0,3558.6692207,23.5586692207
FKNMS,X1998011600_water_temp_0,3729.8714336,23.7298714336
FKNMS,X1998011700_water_temp_0,3464.4905861,23.4644905861
FKNMS,X1998011800_water_temp_0,3051.7627512,23.051762751200002
FKNMS,X1998011900_water_temp_0,2744.8295176,22.7448295176
FKNMS,X1998012000_water_temp_0,2750.1477442,22.7501477442
FKNMS,X1998012100_water_temp_0,3173.6955573,23.1736955573
FKNMS,X1998012200_water_temp_0,3133.4894333,23.1334894333
FKNMS,X1998012300_water_temp_0,3280.5030695,23.2805030695
FKNMS,X1998012400_water_temp_0,3572.6789961,23.5726789961
FKNMS,X1998012500_water_temp_0,3453.45304,23.45345304
FKNMS,X1998012600_water_temp_0,2923.5782954,22.9235782954
FKNMS,X1998012700_water_temp_0,2806.6039763,22.8066039763
FKNMS,X1998012800_water_temp_0,2686.9017594,22.6869017594
FKNMS,X1998012900_water_temp_0,2040.8682946,22.0408682946
FKNMS,X1998013000_water_temp_0,1891.5758807,21.8915758807
FKNMS,X1998013100_water_temp_0,1846.5813367,21.8465813367
FKNMS,X1998020100_water_temp_0,2027.9604847,22.0279604847
FKNMS,X1998020200_water_temp_0,2520.2635503,22.5202635503
FKNMS,X1998020300_water_temp_0,3494.1200502,23.4941200502
FKNMS,X1998020400_water_temp_0,2883.2669659,22.8832669659
FKNMS,X1998020500_water_temp_0,1893.0415492,21.8930415492
FKNMS,X1998020600_water_temp_0,1451.2917138,21.4512917138
FKNMS,X1998020700_water_temp_0,1384.3279521,21.3843279521
FKNMS,X1998020800_water_temp_0,739.7570826,20.7397570826
FKNMS,X1998020900_water_temp_0,417.7239814,20.417723981400002
FKNMS,X1998021000_water_temp_0,402.4735514,20.4024735514
FKNMS,X1998021100_water_temp_0,834.3153247,20.8343153247
FKNMS,X1998021200_water_temp_0,1222.3165923,21.2223165923
FKNMS,X1998021300_water_temp_0,1802.0256029,21.8020256029
FKNMS,X1998021400_water_temp_0,1830.121414,21.830121414
FKNMS,X1998021500_water_temp_0,1711.9318943,21.7119318943
FKNMS,X1998021600_water_temp_0,2084.7005694,22.0847005694
FKNMS,X1998021700_water_temp_0,2649.2009041,22.6492009041
FKNMS,X1998021800_water_temp_0,3078.9896869,23.0789896869
FKNMS,X1998021900_water_temp_0,3086.2938254,23.0862938254
FKNMS,X1998022000_water_temp_0,3776.9194768,23.7769194768
FKNMS,X1998022100_water_temp_0,3506.3013388,23.5063013388
FKNMS,X1998022200_water_temp_0,3272.4080885,23.2724080885
FKNMS,X1998022300_water_temp_0,3161.7779898,23.1617779898
FKNMS,X1998022400_water_temp_0,2821.3708538,22.8213708538
FKNMS,X1998022500_water_temp_0,2320.8640467,22.3208640467
FKNMS,X1998022600_water_temp_0,2288.9666101,22.2889666101
FKNMS,X1998022700_water_temp_0,2641.4031208,22.6414031208
FKNMS,X1998022800_water_temp_0,2668.5824626,22.6685824626
